SKU,Product Name,Brand,Category,Launch Year,MSRP,Warranty Claims,Avg Repair Cost,Total Components,Warranty Score,Repair Score,MSRP Score,Circularity Score,Recommendation
LP0172,UltraBook 10,ByteCore,Laptop,2023,699,53,357.0,6,0.7066666666666667,0.7808398950131233,0.4114184814596822,64.03441796085083,Medium Priority
LP0173,UltraBook 17,NeoTech,Laptop,2021,899,58,346.2758620689655,7,0.7733333333333333,0.7573837753039491,0.5291347851677457,69.52889014748418,Medium Priority
LP0174,StudentBook 16,NeoTech,Laptop,2019,1299,54,377.0740740740741,7,0.72,0.8247464437315706,0.7645673925838729,76.4794150894633,High Priority Buy-Back
LP0175,AirBook 16,ByteCore,Laptop,2021,699,60,387.98333333333335,8,0.8,0.84860746573345,0.4114184814596822,69.80077841579397,Medium Priority
LP0176,UltraBook 15,NeoTech,Laptop,2024,1299,41,373.1707317073171,7,0.5466666666666666,0.8162089494910698,0.7645673925838729,69.28995692891495,Medium Priority
LP0177,AirBook 16,TechNova,Laptop,2022,699,48,304.0416666666667,7,0.64,0.6650080198308546,0.4114184814596822,57.8927950387161,Medium Priority
LP0178,AirBook 14,ByteCore,Laptop,2019,1299,63,387.5079365079365,8,0.84,0.847567665152967,0.7645673925838729,81.9640517321052,High Priority Buy-Back
LP0179,StudentBook 10,NeoTech,Laptop,2022,699,54,404.4259259259259,8,0.72,0.8845711415702667,0.4114184814596822,67.67968869089846,Medium Priority
LP0180,UltraBook 15,NeoTech,Laptop,2024,1299,40,371.1,7,0.5333333333333333,0.8116797900262468,0.7645673925838729,68.62074881163693,Medium Priority
LP0181,ProBook 13,ByteCore,Laptop,2023,899,51,372.15686274509807,5,0.68,0.8139913883313606,0.5291347851677457,67.4937852049732,Medium Priority
LP0182,AirBook 17,NeoTech,Laptop,2019,699,48,412.2083333333333,8,0.64,0.9015930300379119,0.4114184814596822,64.99034534492782,Medium Priority
LP0183,StudentBook 13,Apex,Laptop,2021,1699,50,337.86,7,0.6666666666666666,0.738976377952756,1.0,78.83595800524934,High Priority Buy-Back
LP0184,ProBook 16,TechNova,Laptop,2020,699,51,396.4509803921569,7,0.68,0.8671281285917692,0.4114184814596822,65.55639830154354,Medium Priority
LP0185,WorkBook 11,Apex,Laptop,2022,999,57,372.9298245614035,7,0.76,0.8156820309741984,0.5879929370217775,72.51024903987928,High Priority Buy-Back
LP0186,StudentBook 14,NeoTech,Laptop,2025,1299,55,361.6909090909091,8,0.7333333333333333,0.7910999761393462,0.7645673925838729,76.00335439502992,High Priority Buy-Back
LP0187,WorkBook 13,NeoTech,Laptop,2023,899,50,376.94,5,0.6666666666666666,0.8244531933508311,0.5291347851677457,67.27430602222397,Medium Priority
LP0188,WorkBook 13,Apex,Laptop,2025,699,50,344.08,6,0.6666666666666666,0.752580927384077,0.4114184814596822,61.58664893197944,Medium Priority
LP0189,AirBook 16,ByteCore,Laptop,2025,1699,57,338.140350877193,6,0.76,0.7395895688477537,1.0,82.58768706543262,High Priority Buy-Back
LP0190,AirBook 10,ByteCore,Laptop,2024,999,54,366.7407407407408,7,0.72,0.8021451022325915,0.5879929370217775,70.50414117763107,High Priority Buy-Back
LP0191,StudentBook 17,Apex,Laptop,2022,1699,55,380.5090909090909,8,0.7333333333333333,0.8322596039131472,1.0,84.30112145072775,High Priority Buy-Back
LP0192,WorkBook 15,ByteCore,Laptop,2023,1699,54,368.44444444444446,5,0.72,0.8058714882861865,1.0,82.97614464858557,High Priority Buy-Back
LP0193,WorkBook 17,ByteCore,Laptop,2025,899,55,359.1272727272727,5,0.7333333333333333,0.7854927225005965,0.5291347851677457,68.7721585633836,Medium Priority
LP0194,UltraBook 16,Apex,Laptop,2025,1299,43,324.48837209302326,6,0.5733333333333334,0.7097295977537692,0.7645673925838729,67.1622430434626,Medium Priority
LP0195,ProBook 15,NeoTech,Laptop,2024,1299,55,374.09090909090907,7,0.7333333333333333,0.8182215859381213,0.7645673925838729,76.81700268899316,High Priority Buy-Back
LP0196,WorkBook 12,NeoTech,Laptop,2019,899,56,314.375,6,0.7466666666666667,0.6876093613298337,0.5291347851677457,66.36899106159404,Medium Priority
LP0197,StudentBook 15,TechNova,Laptop,2025,1299,35,333.8857142857143,5,0.4666666666666667,0.7302837145356831,0.7645673925838729,63.51219988025334,Medium Priority
LP0198,ProBook 17,TechNova,Laptop,2024,899,47,311.93617021276594,8,0.6266666666666667,0.6822750879544313,0.5291347851677457,61.408962860331975,Medium Priority
LP0199,WorkBook 12,TechNova,Laptop,2022,999,55,341.76363636363635,8,0.7333333333333333,0.7475145152310506,0.5879929370217775,69.39855690091818,Medium Priority
LP0200,AirBook 16,TechNova,Laptop,2025,999,44,311.1136363636364,6,0.5866666666666667,0.6804760200429493,0.5879929370217775,61.52073537860847,Medium Priority
LP0201,StudentBook 16,ByteCore,Laptop,2024,1299,40,379.175,6,0.5333333333333333,0.8293416447944008,0.7645673925838729,69.15060445468154,Medium Priority
LP0202,StudentBook 10,TechNova,Laptop,2020,999,51,372.8627450980392,6,0.68,0.8155353129878373,0.5879929370217775,69.30584750028844,Medium Priority
LP0203,UltraBook 11,NeoTech,Laptop,2019,699,49,379.2448979591837,6,0.6533333333333333,0.8294945274697806,0.4114184814596822,63.36072360121722,Medium Priority
LP0204,WorkBook 12,ByteCore,Laptop,2019,699,53,387.2641509433962,7,0.7066666666666667,0.8470344508823189,0.4114184814596822,66.0202546369267,Medium Priority
LP0205,AirBook 10,ByteCore,Laptop,2021,999,47,400.8936170212766,6,0.6266666666666667,0.8768451815863443,0.5879929370217775,69.01181022491032,Medium Priority
LP0206,WorkBook 12,Apex,Laptop,2023,1299,58,335.3965517241379,6,0.7733333333333333,0.7335882583642561,0.7645673925838729,75.8780028617772,High Priority Buy-Back
LP0207,StudentBook 12,Apex,Laptop,2020,699,55,359.1454545454545,6,0.7333333333333333,0.7855324902568996,0.4114184814596822,65.24186248483079,Medium Priority
LP0208,StudentBook 16,Apex,Laptop,2022,1699,61,352.1967213114754,8,0.8133333333333334,0.7703340361143381,1.0,85.64335441676347,High Priority Buy-Back
LP0209,UltraBook 13,NeoTech,Laptop,2024,999,51,384.9607843137255,6,0.68,0.8419964661280086,0.5879929370217775,70.09968209449357,High Priority Buy-Back
LP0210,WorkBook 14,TechNova,Laptop,2025,1299,48,323.6041666666667,5,0.64,0.7077956401283173,0.7645673925838729,69.77089098136571,Medium Priority
LP0211,AirBook 12,TechNova,Laptop,2022,999,39,344.2564102564103,8,0.52,0.7529667765888239,0.5879929370217775,61.02879140831804,Medium Priority
LP0212,StudentBook 14,NeoTech,Laptop,2024,999,31,417.96774193548384,6,0.41333333333333333,0.9141901617136567,0.5879929370217775,61.59882629539636,Medium Priority
LP0213,WorkBook 14,Apex,Laptop,2022,1299,52,374.5384615384616,6,0.6933333333333334,0.8192004845548154,0.7645673925838729,75.24636964749398,High Priority Buy-Back
LP0214,ProBook 13,NeoTech,Laptop,2023,999,50,347.5,6,0.6666666666666666,0.760061242344707,0.5879929370217775,67.1082920476612,Medium Priority
LP0215,StudentBook 14,ByteCore,Laptop,2019,1299,58,383.9827586206897,6,0.7733333333333333,0.8398573023199688,0.7645673925838729,79.06607418044858,High Priority Buy-Back
LP0216,AirBook 10,TechNova,Laptop,2023,1299,49,321.3469387755102,6,0.6533333333333333,0.7028585712500223,0.7645673925838729,70.15611224835018,High Priority Buy-Back
LP0217,AirBook 13,ByteCore,Laptop,2020,899,45,371.75555555555553,5,0.6,0.8131136385729562,0.5291347851677457,64.26745271222106,Medium Priority
LP0218,StudentBook 14,Apex,Laptop,2024,699,60,379.6166666666667,5,0.8,0.830307669874599,0.4114184814596822,69.25178454002844,Medium Priority
LP0219,ProBook 14,NeoTech,Laptop,2019,1699,54,353.35185185185185,6,0.72,0.7728605683548816,1.0,81.98581705064645,High Priority Buy-Back
LP0220,AirBook 12,TechNova,Laptop,2021,999,57,344.70175438596493,8,0.76,0.7539408451136591,0.5879929370217775,70.6580134640631,High Priority Buy-Back
LP0221,WorkBook 12,Apex,Laptop,2020,1699,43,333.5813953488372,6,0.5733333333333334,0.7296181000630735,1.0,74.82187633522554,High Priority Buy-Back
LP0222,AirBook 14,Apex,Laptop,2021,1299,49,395.6734693877551,7,0.6533333333333333,0.8654275358437339,0.7645673925838729,75.03318118616154,High Priority Buy-Back
LP0223,AirBook 15,TechNova,Laptop,2022,699,53,370.4905660377359,7,0.7066666666666667,0.8103468198550654,0.4114184814596822,64.9196257061091,Medium Priority
LP0224,UltraBook 13,NeoTech,Laptop,2025,1699,50,361.0,5,0.6666666666666666,0.789588801399825,1.0,80.35433070866142,High Priority Buy-Back
LP0225,AirBook 11,NeoTech,Laptop,2019,999,53,338.3207547169811,6,0.7066666666666667,0.7399841529242807,0.5879929370217775,68.10597936504841,Medium Priority
LP0226,StudentBook 11,NeoTech,Laptop,2021,999,46,368.4347826086956,6,0.6133333333333333,0.805850355662064,0.5879929370217775,66.34863211384857,Medium Priority
LP0227,StudentBook 16,ByteCore,Laptop,2019,899,40,347.7,7,0.5333333333333333,0.7604986876640419,0.5291347851677457,60.02233751828696,Medium Priority
LP0228,WorkBook 10,ByteCore,Laptop,2023,899,40,368.625,8,0.5333333333333333,0.806266404199475,0.5291347851677457,61.39536901434995,Medium Priority
LP0229,ProBook 17,ByteCore,Laptop,2024,1299,50,383.88,5,0.6666666666666666,0.8396325459317585,0.7645673925838729,74.7926648221356,High Priority Buy-Back
LP0230,ProBook 12,TechNova,Laptop,2019,999,52,343.4807692307692,6,0.6933333333333334,0.7512702739080692,0.5879929370217775,67.91122966122873,Medium Priority
LP0231,WorkBook 11,TechNova,Laptop,2020,1699,37,370.0,5,0.49333333333333335,0.8092738407699038,1.0,74.01154855643044,High Priority Buy-Back
LP0232,UltraBook 16,NeoTech,Laptop,2021,1699,38,345.5,8,0.5066666666666667,0.7556867891513561,1.0,72.93727034120735,High Priority Buy-Back
LP0233,WorkBook 12,NeoTech,Laptop,2024,699,54,344.98148148148147,6,0.72,0.7545526716567836,0.4114184814596822,63.77913459349397,Medium Priority
LP0234,WorkBook 16,ByteCore,Laptop,2019,999,43,364.953488372093,6,0.5733333333333334,0.7982359763169138,0.5879929370217775,64.52020073349406,Medium Priority
LP0235,UltraBook 17,NeoTech,Laptop,2020,999,48,366.8125,7,0.64,0.8023020559930009,0.5879929370217775,67.30884979044335,Medium Priority
LP0236,ProBook 15,ByteCore,Laptop,2019,1299,53,363.9056603773585,5,0.7066666666666667,0.7959441390580895,0.7645673925838729,75.08201261592554,High Priority Buy-Back
LP0237,AirBook 13,TechNova,Laptop,2025,1299,36,334.55555555555554,8,0.48,0.7317488091766307,0.7645673925838729,64.0894860528151,Medium Priority
LP0238,ProBook 13,TechNova,Laptop,2019,999,44,326.70454545454544,5,0.5866666666666667,0.714576871072934,0.5879929370217775,62.54376090950801,Medium Priority
LP0239,UltraBook 12,Apex,Laptop,2019,1699,41,270.2439024390244,5,0.5466666666666666,0.5910846510039904,1.0,69.59920619678638,Medium Priority
LP0240,UltraBook 13,Apex,Laptop,2021,899,59,347.6949152542373,5,0.7866666666666666,0.7604875661728725,0.5291347851677457,70.1553372068852,High Priority Buy-Back
LP0241,StudentBook 10,ByteCore,Laptop,2025,899,45,403.6,5,0.6,0.8827646544181978,0.5291347851677457,66.3569831875783,Medium Priority
LP0242,UltraBook 14,Apex,Laptop,2019,699,36,404.3333333333333,7,0.48,0.884368620589093,0.4114184814596822,58.073613061463256,Medium Priority
LP0243,UltraBook 10,ByteCore,Laptop,2025,899,39,332.56410256410254,5,0.52,0.7273930502276958,0.5291347851677457,58.49583506186325,Medium Priority
LP0244,StudentBook 15,TechNova,Laptop,2020,999,46,338.5869565217391,8,0.6133333333333333,0.7405663965917304,0.5879929370217775,64.39011334173857,Medium Priority
LP0245,ProBook 12,NeoTech,Laptop,2023,699,55,387.2545454545455,6,0.7333333333333333,0.8470134415016306,0.4114184814596822,67.08629102217272,Medium Priority
LP0246,ProBook 17,NeoTech,Laptop,2025,999,54,417.5,5,0.72,0.913167104111986,0.5879929370217775,73.83480123401289,High Priority Buy-Back
LP0247,StudentBook 11,NeoTech,Laptop,2023,899,60,363.7166666666666,8,0.8,0.7955307669874597,0.5291347851677457,71.73996656465617,High Priority Buy-Back
LP0248,StudentBook 10,ByteCore,Laptop,2022,699,40,361.125,8,0.5333333333333333,0.7898622047244095,0.4114184814596822,57.371753918856086,Medium Priority
LP0249,ProBook 17,NeoTech,Laptop,2022,699,47,374.8510638297872,5,0.6266666666666667,0.8198842166005845,0.4114184814596822,62.00574760847467,Medium Priority
LP0250,WorkBook 17,TechNova,Laptop,2019,999,51,389.1960784313725,7,0.68,0.851260014066869,0.5879929370217775,70.37758853265939,High Priority Buy-Back
LP0251,StudentBook 12,TechNova,Laptop,2020,999,64,387.109375,5,0.8533333333333334,0.8466959208223972,0.5879929370217775,77.17399906865857,High Priority Buy-Back
LP0252,StudentBook 15,NeoTech,Laptop,2023,1699,46,311.0652173913044,6,0.6133333333333333,0.6803701167788809,1.0,74.94443683669975,High Priority Buy-Back
LP0253,AirBook 17,NeoTech,Laptop,2019,699,62,368.4032258064516,7,0.8266666666666667,0.8057813337848898,0.4114184814596822,69.58266112400382,Medium Priority
LP0254,StudentBook 13,NeoTech,Laptop,2022,899,52,334.84615384615387,5,0.6933333333333334,0.7323844134867757,0.5291347851677457,65.57890929296897,Medium Priority
LP0255,WorkBook 15,NeoTech,Laptop,2022,1299,45,365.6444444444445,7,0.6,0.7997472538154954,0.7645673925838729,70.92943939198105,High Priority Buy-Back
LP0256,ProBook 15,NeoTech,Laptop,2021,999,45,394.0444444444444,8,0.6,0.861864489161077,0.5879929370217775,67.49572278548564,Medium Priority
LP0257,AirBook 12,NeoTech,Laptop,2019,699,53,377.7169811320755,7,0.7066666666666667,0.8261526271480216,0.4114184814596822,65.39379992489778,Medium Priority
LP0258,ProBook 11,NeoTech,Laptop,2019,999,55,358.96363636363634,5,0.7333333333333333,0.7851348126938678,0.5879929370217775,70.52716582480268,High Priority Buy-Back
LP0259,UltraBook 10,ByteCore,Laptop,2024,699,48,349.2291666666667,5,0.64,0.7638433216681249,0.4114184814596822,60.857854093834206,Medium Priority
LP0260,WorkBook 15,NeoTech,Laptop,2025,699,40,317.55,5,0.5333333333333333,0.6945538057742783,0.4114184814596822,54.51250195035215,Medium Priority
LP0261,AirBook 14,ByteCore,Laptop,2019,1699,55,403.3818181818182,8,0.7333333333333333,0.8822874413425594,1.0,85.80195657361011,High Priority Buy-Back
LP0262,StudentBook 13,Apex,Laptop,2024,1299,47,356.48936170212767,6,0.6266666666666667,0.779723013346736,0.7645673925838729,71.39537884458494,High Priority Buy-Back
LP0263,UltraBook 11,ByteCore,Laptop,2025,1699,53,352.0188679245283,7,0.7066666666666667,0.7699450304560986,1.0,81.36501758034962,High Priority Buy-Back
LP0264,AirBook 11,ByteCore,Laptop,2023,899,44,442.29545454545456,7,0.5866666666666667,0.9674003817704606,0.5291347851677457,68.36272167481286,Medium Priority
LP0265,WorkBook 10,ByteCore,Laptop,2019,899,47,372.48936170212767,7,0.6266666666666667,0.8147186388935426,0.5291347851677457,65.38226938850532,Medium Priority
LP0266,AirBook 14,ByteCore,Laptop,2021,699,50,388.42,8,0.6666666666666666,0.849562554680665,0.4114184814596822,64.49609775087708,Medium Priority
LP0267,UltraBook 12,NeoTech,Laptop,2019,899,39,421.1794871794872,6,0.52,0.9212149763330866,0.5291347851677457,64.31049284502497,Medium Priority
LP0268,ProBook 11,Apex,Laptop,2022,1299,50,351.7,8,0.6666666666666666,0.7692475940507436,0.7645673925838729,72.68111626570516,High Priority Buy-Back
LP0269,WorkBook 15,Apex,Laptop,2021,999,57,371.43859649122805,8,0.76,0.8124203772774017,0.5879929370217775,72.41239942897538,High Priority Buy-Back
LP0270,AirBook 11,TechNova,Laptop,2020,899,48,356.0,5,0.64,0.778652668416448,0.5291347851677457,64.83362360752581,Medium Priority
LP0271,StudentBook 10,TechNova,Laptop,2021,1299,45,336.9111111111111,7,0.6,0.7369009429376884,0.7645673925838729,69.04405006564683,Medium Priority
LP0272,WorkBook 17,NeoTech,Laptop,2022,999,58,405.0344827586207,6,0.7733333333333333,0.8859021932603253,0.5879929370217775,75.1501872417964,High Priority Buy-Back
LP0273,UltraBook 11,ByteCore,Laptop,2022,699,47,396.3829787234043,6,0.6266666666666667,0.8669793935332553,0.4114184814596822,63.418602916454795,Medium Priority
LP0274,AirBook 17,ByteCore,Laptop,2019,899,44,376.5,8,0.5866666666666667,0.823490813648294,0.5291347851677457,64.04543463114786,Medium Priority
LP0275,WorkBook 10,TechNova,Laptop,2020,999,59,319.135593220339,7,0.7866666666666666,0.6980218574373119,0.5879929370217775,70.04711050043935,High Priority Buy-Back
LP0276,UltraBook 12,ByteCore,Laptop,2021,999,60,348.43333333333334,5,0.8,0.7621026538349374,0.5879929370217775,72.50286772570145,High Priority Buy-Back
LP0277,ProBook 10,NeoTech,Laptop,2024,1299,55,386.07272727272726,5,0.7333333333333333,0.8444285373419231,0.7645673925838729,77.60321123110721,High Priority Buy-Back
LP0278,UltraBook 12,NeoTech,Laptop,2023,899,50,360.06,5,0.6666666666666666,0.7875328083989501,0.5291347851677457,66.16669447366755,Medium Priority
LP0279,StudentBook 15,TechNova,Laptop,2022,699,44,347.77272727272725,5,0.5866666666666667,0.7606577586892547,0.4114184814596822,58.62895387113477,Medium Priority
LP0280,WorkBook 10,NeoTech,Laptop,2019,999,51,352.078431372549,6,0.68,0.7700753092137993,0.5879929370217775,67.9420473870673,Medium Priority
LP0281,StudentBook 16,NeoTech,Laptop,2024,1299,53,341.5471698113208,6,0.7066666666666667,0.7470410538305355,0.7645673925838729,73.61492005909892,High Priority Buy-Back
LP0282,AirBook 11,NeoTech,Laptop,2019,999,60,348.8833333333333,6,0.8,0.7630869058034412,0.5879929370217775,72.53239528475657,High Priority Buy-Back
LP0283,UltraBook 17,ByteCore,Laptop,2019,1299,55,364.94545454545454,6,0.7333333333333333,0.7982184045176172,0.7645673925838729,76.21690724637803,High Priority Buy-Back
LP0284,ProBook 13,NeoTech,Laptop,2023,1299,48,383.8958333333333,5,0.64,0.8396671770195392,0.7645673925838729,73.72703708810236,High Priority Buy-Back
LP0285,StudentBook 11,NeoTech,Laptop,2025,999,54,343.2407407407408,7,0.72,0.7507452772107193,0.5879929370217775,68.9621464269749,Medium Priority
LP0286,AirBook 13,ByteCore,Laptop,2025,899,40,325.3,6,0.5333333333333333,0.7115048118985128,0.5291347851677457,58.55252124532109,Medium Priority
LP0287,ProBook 11,Apex,Laptop,2025,999,56,376.5178571428572,8,0.7466666666666667,0.8235298712660919,0.5879929370217775,72.21235091530275,High Priority Buy-Back
LP0288,AirBook 12,Apex,Laptop,2019,899,55,354.94545454545454,6,0.7333333333333333,0.776346138550863,0.5291347851677457,68.49776104489159,Medium Priority
LP0289,AirBook 13,Apex,Laptop,2023,899,58,347.7758620689655,6,0.7733333333333333,0.7606646151989622,0.5291347851677457,69.62731534433458,Medium Priority
LP0290,ProBook 12,NeoTech,Laptop,2022,1699,58,330.48275862068965,6,0.7733333333333333,0.7228406793978339,1.0,82.61855371526836,High Priority Buy-Back
LP0291,StudentBook 17,ByteCore,Laptop,2025,999,49,393.6326530612245,5,0.6533333333333333,0.8609638080954167,0.5879929370217775,69.60203568684915,Medium Priority
LP0292,UltraBook 17,TechNova,Laptop,2022,1299,39,392.4102564102564,8,0.52,0.8582901496287323,0.7645673925838729,69.48572626637815,Medium Priority
LP0293,AirBook 14,TechNova,Laptop,2021,1699,43,368.1627906976744,8,0.5733333333333334,0.8052554477201977,1.0,77.09099676493926,High Priority Buy-Back
LP0294,ProBook 14,NeoTech,Laptop,2022,699,46,377.4347826086956,8,0.6133333333333333,0.8255353950321427,0.4114184814596822,61.64194962808808,Medium Priority
LP0295,ProBook 15,ByteCore,Laptop,2019,699,45,371.6444444444445,7,0.6,0.8128706133955479,0.4114184814596822,60.7286728456569,Medium Priority
LP0296,StudentBook 16,NeoTech,Laptop,2023,1699,42,371.0952380952381,5,0.56,0.8116693746615006,1.0,76.75008123984502,High Priority Buy-Back
LP0297,ProBook 17,Apex,Laptop,2021,1699,53,349.188679245283,8,0.7066666666666667,0.7637547665032437,1.0,81.179309661764,High Priority Buy-Back
LP0298,WorkBook 12,TechNova,Laptop,2022,699,49,349.7755102040816,8,0.6533333333333333,0.7650382987840806,0.4114184814596822,61.42703674064622,Medium Priority
LP0299,AirBook 11,Apex,Laptop,2019,899,44,406.5681818181818,7,0.5866666666666667,0.8892567406346934,0.5291347851677457,66.01841244073984,Medium Priority
LP0300,WorkBook 17,Apex,Laptop,2021,999,48,303.8333333333333,6,0.64,0.6645523476232137,0.5879929370217775,63.17635853934973,Medium Priority
LP0301,AirBook 16,NeoTech,Laptop,2025,999,44,337.45454545454544,5,0.5866666666666667,0.7380895569871948,0.5879929370217775,63.249141486935834,Medium Priority
LP0302,StudentBook 10,ByteCore,Laptop,2019,999,47,358.5744680851064,5,0.6266666666666667,0.7842836134844847,0.5879929370217775,66.23496318185454,Medium Priority
LP0303,ProBook 16,ByteCore,Laptop,2021,1699,50,367.86,6,0.6666666666666666,0.8045931758530184,1.0,80.8044619422572,High Priority Buy-Back
LP0304,UltraBook 15,TechNova,Laptop,2023,899,38,387.60526315789474,5,0.5066666666666667,0.8477805405903209,0.5291347851677457,61.57412643940866,Medium Priority
LP0305,AirBook 14,NeoTech,Laptop,2020,1699,42,382.5952380952381,7,0.56,0.8368224805232679,1.0,77.50467441569803,High Priority Buy-Back
LP0306,ProBook 14,NeoTech,Laptop,2024,999,54,358.85185185185185,7,0.72,0.7848903146365963,0.5879929370217775,69.9864975497512,Medium Priority
LP0307,UltraBook 11,NeoTech,Laptop,2023,999,41,337.4878048780488,5,0.5466666666666666,0.7381623028828714,0.5879929370217775,61.65132386380613,Medium Priority
LP0308,ProBook 15,ByteCore,Laptop,2020,899,66,339.469696969697,8,0.88,0.742497149977465,0.5291347851677457,73.34895805435632,High Priority Buy-Back
LP0309,AirBook 17,Apex,Laptop,2020,899,60,370.81666666666666,6,0.8,0.8110600758238553,0.5291347851677457,72.20584582974803,High Priority Buy-Back
LP0310,UltraBook 11,ByteCore,Laptop,2025,699,54,343.3703703703704,7,0.72,0.7510288065843622,0.4114184814596822,63.67341864132132,Medium Priority
LP0311,StudentBook 10,ByteCore,Laptop,2025,1699,49,386.2040816326531,7,0.6533333333333333,0.8447158390915421,1.0,81.4748085060796,High Priority Buy-Back
LP0312,UltraBook 16,Apex,Laptop,2020,899,49,330.55102040816325,8,0.6533333333333333,0.7229899833949328,0.5291347851677457,63.697076390213695,Medium Priority
LP0313,StudentBook 12,NeoTech,Laptop,2019,1299,53,366.8490566037736,7,0.7066666666666667,0.8023820135690586,0.7645673925838729,75.27514885125461,High Priority Buy-Back
LP0314,AirBook 13,NeoTech,Laptop,2023,999,49,401.3469387755102,7,0.6533333333333333,0.8778366989840556,0.5879929370217775,70.10822241350833,High Priority Buy-Back
LP0315,WorkBook 13,Apex,Laptop,2021,1299,49,345.40816326530614,8,0.6533333333333333,0.7554859214026819,0.7645673925838729,71.73493275292998,High Priority Buy-Back
LP0316,UltraBook 15,NeoTech,Laptop,2022,999,58,415.8793103448276,8,0.7733333333333333,0.9096222885932362,0.5879929370217775,75.86179010178374,High Priority Buy-Back
LP0317,WorkBook 16,Apex,Laptop,2025,899,37,356.86486486486484,6,0.49333333333333335,0.7805443238514105,0.5291347851677457,59.023706603908025,Medium Priority
LP0318,StudentBook 12,ByteCore,Laptop,2019,1299,44,370.54545454545456,6,0.5866666666666667,0.8104668734589995,0.7645673925838729,70.71769464795284,High Priority Buy-Back
LP0319,AirBook 11,TechNova,Laptop,2021,699,55,384.1818181818182,8,0.7333333333333333,0.8402926906863915,0.4114184814596822,66.88466849771555,Medium Priority
LP0320,UltraBook 14,NeoTech,Laptop,2023,899,67,344.089552238806,7,0.8933333333333333,0.7526018202948512,0.5291347851677457,74.18543149721124,High Priority Buy-Back
LP0321,WorkBook 11,Apex,Laptop,2025,1299,55,374.1272727272727,6,0.7333333333333333,0.8183011214507278,0.7645673925838729,76.81938875437136,High Priority Buy-Back
LP0322,AirBook 10,NeoTech,Laptop,2019,1299,50,388.44,7,0.6666666666666666,0.8496062992125984,0.7645673925838729,75.0918774205608,High Priority Buy-Back
LP0323,StudentBook 15,Apex,Laptop,2022,699,60,316.96666666666664,6,0.8,0.6932779235928842,0.4114184814596822,65.140892151577,Medium Priority
LP0324,AirBook 13,TechNova,Laptop,2021,699,38,372.0263157894737,6,0.5066666666666667,0.813705852557904,0.4114184814596822,57.02039668719425,Medium Priority
LP0325,AirBook 12,Apex,Laptop,2019,999,46,352.89130434782606,7,0.6133333333333333,0.771853246605044,0.5879929370217775,65.32871884213797,Medium Priority
LP0326,WorkBook 12,NeoTech,Laptop,2022,1699,46,331.0434782608696,5,0.6133333333333333,0.7240671003081138,1.0,76.25534634257674,High Priority Buy-Back
LP0327,ProBook 11,TechNova,Laptop,2021,899,57,375.0175438596491,5,0.76,0.8202483461497136,0.5291347851677457,70.88149393952379,High Priority Buy-Back
LP0328,UltraBook 16,TechNova,Laptop,2025,999,68,378.9705882352941,6,0.9066666666666666,0.8288945499459626,0.5879929370217775,78.77329127569887,High Priority Buy-Back
LP0329,UltraBook 14,TechNova,Laptop,2019,899,63,396.04761904761904,8,0.84,0.8662458859309253,0.5291347851677457,75.46142013296013,High Priority Buy-Back
LP0330,WorkBook 17,TechNova,Laptop,2019,1299,44,368.6590909090909,8,0.5866666666666667,0.8063409687425435,0.7645673925838729,70.59391750645916,High Priority Buy-Back
LP0331,StudentBook 10,Apex,Laptop,2024,899,61,371.672131147541,5,0.8133333333333334,0.8129311704889348,0.5291347851677457,72.79531200303376,High Priority Buy-Back
LP0332,AirBook 16,TechNova,Laptop,2023,999,52,368.63461538461536,5,0.6933333333333334,0.806287435224443,0.5879929370217775,69.56174450071995,Medium Priority
LP0333,UltraBook 16,Apex,Laptop,2024,699,45,304.9111111111111,8,0.6,0.666909691844075,0.4114184814596822,56.349845199112714,Medium Priority
LP0334,StudentBook 15,TechNova,Laptop,2023,1699,62,414.983870967742,7,0.8266666666666667,0.9076637597719641,1.0,90.2965794598256,High Priority Buy-Back
LP0335,StudentBook 10,NeoTech,Laptop,2025,1299,49,378.1020408163265,7,0.6533333333333333,0.8269948399307229,0.7645673925838729,73.88020030877121,High Priority Buy-Back
LP0336,ProBook 16,ByteCore,Laptop,2021,699,43,355.95348837209303,7,0.5733333333333334,0.7785509369468352,0.4114184814596822,58.63241588552886,Medium Priority
LP0337,AirBook 11,ByteCore,Laptop,2020,699,50,359.7,8,0.6666666666666666,0.786745406824147,0.4114184814596822,62.61158331518154,Medium Priority
LP0338,StudentBook 15,Apex,Laptop,2019,999,52,372.5,8,0.6933333333333334,0.8147419072615923,0.5879929370217775,69.81537866183443,Medium Priority
LP0339,StudentBook 15,Apex,Laptop,2025,1299,54,344.4259259259259,6,0.72,0.7533375457697418,0.7645673925838729,74.33714815060843,High Priority Buy-Back
LP0340,WorkBook 12,Apex,Laptop,2019,1299,48,387.4166666666667,6,0.64,0.8473680373286673,0.7645673925838729,73.9580628973762,High Priority Buy-Back
LP0341,ProBook 14,Apex,Laptop,2019,899,56,334.32142857142856,5,0.7466666666666667,0.7312367204099487,0.5291347851677457,67.67781183399751,Medium Priority
LP0342,ProBook 15,ByteCore,Laptop,2023,1299,39,387.3076923076923,6,0.52,0.8471296857123629,0.7645673925838729,69.15091234888708,Medium Priority
LP0343,StudentBook 17,ByteCore,Laptop,2019,899,51,377.84313725490193,7,0.68,0.8264285591752011,0.5291347851677457,67.8669003302884,Medium Priority
